tag,path,Unnamed: 0,Unnamed: 0.1,CC,SAC,XMLD,delta_t,project_created_at,project_name,tag_date
broadleaf-5.2.0-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.0-M2,2558,2558,1,1,1,68192.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-04-07 08:32:52
broadleaf-4.0.19-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.19-GA,2559,2559,1,1,1,372434.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-04-11 16:00:06
broadleaf-4.0.20-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.20-GA,2560,2560,1,1,1,1297492.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-04-26 16:24:58
broadleaf-4.0.21-PERF1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF1,2561,2561,1,1,1,520303.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-02 16:56:41
broadleaf-5.0.9-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.9-GA,2562,2562,1,1,1,175845.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-04 17:47:26
broadleaf-4.0.21-PERF2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF2,2563,2563,1,1,1,167916.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-06 16:26:02
broadleaf-4.0.21-PERF3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF3,2564,2564,1,1,1,426905.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-11 15:01:07
broadleaf-3.0.0-GA-ETS-SPRING-4-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-3.0.0-GA-ETS-SPRING-4-M1,2565,2565,1,1,1,159091.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-13 11:12:38
broadleaf-5.2.0-RC1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.0-RC1,2566,2566,1,1,1,215503.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-15 23:04:21
broadleaf-5.0.10-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.10-GA,2567,2567,1,1,1,639120.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-05-23 08:36:21
broadleaf-4.0.21-PERF4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF4,2568,2568,1,1,1,823755.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-01 21:25:36
broadleaf-5.1.3-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.3-GA,2569,2569,1,1,1,41804.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-02 09:02:20
broadleaf-4.0.21-PERF5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF5,2570,2570,1,1,1,391085.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-06 21:40:25
broadleaf-4.0.21-PERF6,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF6,2571,2571,1,1,1,3590.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-06 22:40:15
broadleaf-4.0.21-PERF7,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-PERF7,2572,2572,1,1,1,5653.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-07 00:14:28
broadleaf-5.2.0-RC2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.0-RC2,2573,2573,1,1,1,786005.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-16 02:34:33
broadleaf-5.1.4-PERF1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.4-PERF1,2574,2574,1,1,1,476282.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-21 14:52:35
broadleaf-5.1.4-PERF2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.4-PERF2,2575,2575,1,1,1,89175.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-22 15:38:50
broadleaf-5.0.10.1-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.10.1-GA,2576,2576,1,1,1,689775.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-06-30 15:15:05
broadleaf-4.0.21-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.21-GA,2577,2577,1,1,1,422323.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-05 12:33:48
broadleaf-5.0.11-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.11-GA,2578,2578,1,1,1,89259.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-06 13:21:27
broadleaf-5.1.4-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.4-GA,2579,2579,1,1,1,10857.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-06 16:22:24
broadleaf-5.2.0-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.0-GA,2580,2580,1,1,1,70740.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-07 12:01:24
broadleaf-5.0.10.2-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.10.2-GA,2581,2581,1,1,1,341205.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-11 10:48:09
broadleaf-5.0.10.3-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.10.3-GA,2582,2582,1,1,1,698188.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-19 12:44:37
broadleaf-4.0.22-PERF1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-PERF1,2583,2583,1,1,1,6231.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-19 14:28:28
broadleaf-4.0.22-PERF2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-PERF2,2584,2584,1,1,1,159186.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-21 10:41:34
broadleaf-4.0.22-PERF3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-PERF3,2585,2585,1,1,1,100176.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-22 14:31:10
broadleaf-4.0.22-PERF4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-PERF4,2586,2586,1,1,1,91630.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-23 15:58:20
broadleaf-4.0.22-PERF5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-PERF5,2587,2587,1,1,1,423598.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-07-28 13:38:18
broadleaf-4.0.22-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.22-GA,2588,2588,1,1,1,1466217.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-08-14 12:55:15
broadleaf-5.0.12-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.12-GA,2589,2589,1,1,1,1224246.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-08-28 16:59:21
broadleaf-5.1.5-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.5-GA,2590,2590,1,1,1,112815.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-08-30 00:19:36
broadleaf-5.2.1-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.1-GA,2591,2591,1,1,1,1098064.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-09-11 17:20:40
broadleaf-5.1.6-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.6-GA,2592,2592,1,1,1,165453.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-09-13 15:18:13
broadleaf-5.2.2-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.2-GA,2593,2593,1,1,1,107945.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-09-14 21:17:18
broadleaf-5.2.3-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M1,2594,2594,1,1,1,2723390.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-10-16 09:47:08
broadleaf-5.3.0-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M1,2595,2595,1,1,1,696545.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-10-24 11:16:13
broadleaf-4.0.23-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.23-GA,2596,2596,1,1,1,89844.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-10-25 12:13:37
broadleaf-5.0.13-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.13-GA,2597,2597,1,1,1,354130.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-10-29 14:35:47
broadleaf-5.3.0-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M2,2598,2598,1,1,1,775458.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-11-07 14:00:05
broadleaf-5.1.7-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.7-GA,2599,2599,1,1,1,690951.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-11-15 13:55:56
broadleaf-5.1.8-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.8-GA,2600,2600,1,1,1,1208091.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-11-29 13:30:47
broadleaf-5.2.3-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M2,2601,2601,1,1,1,344162.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-03 13:06:49
broadleaf-5.2.3-M3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M3,2602,2602,1,1,1,678618.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-11 09:37:07
broadleaf-5.2.3-M4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M4,2603,2603,1,1,1,19486.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-11 15:01:53
broadleaf-5.2.3-M5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M5,2604,2604,1,1,1,772044.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-20 13:29:17
broadleaf-5.3.0-M3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M3,2605,2605,1,1,1,11505.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-20 16:41:02
broadleaf-5.2.3-M6,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M6,2606,2606,1,1,1,71932.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2017-12-21 12:39:54
broadleaf-5.3.0-M4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M4,2607,2607,1,1,1,1645101.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-01-09 13:38:15
broadleaf-5.2.3-M7,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-M7,2608,2608,1,1,1,525052.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-01-15 15:29:07
broadleaf-5.2.3-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.3-GA,2609,2609,1,1,1,2071222.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-08 14:49:29
broadleaf-5.2.4-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.4-M1,2610,2610,1,1,1,419031.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-13 11:13:20
broadleaf-5.2.4-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.4-M2,2611,2611,1,1,1,516995.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-19 10:49:55
broadleaf-5.3.0-M5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M5,2612,2612,1,1,1,33.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-19 10:50:28
broadleaf-5.2.4-M3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.4-M3,2613,2613,1,1,1,347631.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-23 11:24:19
broadleaf-5.3.0-M6,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M6,2614,2614,1,1,1,346670.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-27 11:42:09
broadleaf-5.3.0-M7,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M7,2615,2615,1,1,1,7425.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-27 13:45:54
broadleaf-5.3.0-M8,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M8,2616,2616,1,1,1,3051.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-02-27 14:36:45
broadleaf-5.3.0-M9,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M9,2617,2617,1,1,1,190610.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-03-01 19:33:35
broadleaf-4.0.24-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.24-GA,2622,2622,1,1,1,193122.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-03-28 16:37:37
broadleaf-5.0.14-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.14-GA,2623,2623,1,1,1,2757.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-03-28 17:23:34
broadleaf-4.0.25-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.25-GA,2624,2624,1,1,1,1362549.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-04-13 11:52:43
broadleaf-3.0.0-GA-ETS-SPRING-4-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-3.0.0-GA-ETS-SPRING-4-M2,2625,2625,1,1,1,1157392.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-04-26 21:22:35
broadleaf-5.2.4-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.4-GA,2626,2626,1,1,1,1101302.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-05-09 15:17:37
broadleaf-5.3.0-M10,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M10,2627,2627,1,1,1,173524.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-05-11 15:29:41
broadleaf-5.1.9-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.9-GA,2628,2628,1,1,1,590698.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-05-18 11:34:39
broadleaf-5.1.10-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.10-M1,2629,2629,1,1,1,8969.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-05-18 14:04:08
broadleaf-5.2.5-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-M1,2630,2630,1,1,1,239254.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-05-21 08:31:42
broadleaf-5.2.5-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-M2,2631,2631,1,1,1,1210738.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-06-04 08:50:40
broadleaf-5.2.5-M3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-M3,2632,2632,1,1,1,345300.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-06-08 08:45:40
broadleaf-5.2.5-M4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-M4,2633,2633,1,1,1,7041.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-06-08 10:43:01
broadleaf-6.0.0-M1,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-6.0.0-M1,2634,2634,1,1,1,370240.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-06-12 17:33:41
broadleaf-5.2.5-M5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-M5,2635,2635,1,1,1,676446.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-06-20 13:27:47
broadleaf-5.0.15-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.15-GA,2636,2636,1,1,1,1249014.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-07-05 00:24:41
broadleaf-5.1.10-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.10-GA,2637,2637,1,1,1,121259.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-07-06 10:05:40
broadleaf-5.2.5-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.5-GA,2638,2638,1,1,1,454725.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-07-11 16:24:25
broadleaf-5.3.0-M11,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M11,2639,2639,1,1,1,1092475.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-07-24 07:52:20
broadleaf-5.1.11-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.11-GA,2640,2640,1,1,1,1229644.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-08-07 13:26:24
broadleaf-6.0.0-M2,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-6.0.0-M2,2641,2641,1,1,1,783514.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-08-16 15:04:58
broadleaf-5.3.0-M12,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.3.0-M12,2642,2642,1,1,1,355469.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-08-20 17:49:27
broadleaf-6.0.0-M3,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-6.0.0-M3,2643,2643,1,1,1,334133.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-08-24 14:38:20
broadleaf-5.1.12-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.12-GA,2644,2644,1,1,1,1472009.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-09-10 15:31:49
broadleaf-5.2.6-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.6-GA,2645,2645,1,1,1,331663.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-09-14 11:39:32
broadleaf-6.0.0-M4,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-6.0.0-M4,2646,2646,1,1,1,2935732.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-10-18 11:08:24
broadleaf-4.0.26-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-4.0.26-GA,2647,2647,1,1,1,3382924.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-11-26 14:50:28
broadleaf-5.0.16-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.0.16-GA,2648,2648,1,1,1,83598.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-11-27 14:03:46
broadleaf-5.1.13-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.1.13-GA,2649,2649,1,1,1,76077.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-11-28 11:11:43
broadleaf-5.2.7-GA,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-5.2.7-GA,2650,2650,1,1,1,602427.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-12-05 10:32:10
broadleaf-6.0.0-M5,/media/disk-2/aleborgne/DataSource/versions/BroadleafCommerce-versions/broadleaf-6.0.0-M5,2651,2651,1,1,1,6181.0,2011-12-09 17:53:52+00:00,BroadleafCommerce/BroadleafCommerce,2018-12-05 12:15:11
